AREA,SUB AREA,AGE GROUP,SEASON,WEEK,PERCENT I,PERCENT P&I,PERCENT PIC,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,NUM COVID-19 DEATHS,TOTAL PIC,TOTAL DEATHS,PERCENT COMPLETE
State,Missouri,All,2023-24,23,,5.1,5.5,0,63,5,68,"1,240",> 100%
State,Missouri,All,2023-24,24,,5.5,5.6,0,66,3,67,"1,195",> 100%
State,Missouri,All,2023-24,25,,4.7,5.2,1,55,6,62,"1,182",> 100%
State,Missouri,All,2023-24,26,,5.4,5.8,0,67,8,72,"1,231",> 100%
State,Missouri,All,2023-24,27,,4.3,4.7,0,53,8,58,"1,228",> 100%
State,Missouri,All,2023-24,28,,5.7,6.1,0,69,10,74,"1,220",> 100%
State,Missouri,All,2023-24,29,,3.5,3.9,0,43,9,48,"1,222",> 100%
State,Missouri,All,2023-24,30,,5.5,5.9,1,65,10,70,"1,192",> 100%
State,Missouri,All,2023-24,31,,5.7,6.6,0,67,17,78,"1,177",> 100%
State,Missouri,All,2023-24,32,,5.3,6.5,0,63,21,77,"1,188",> 100%
State,Missouri,All,2023-24,33,,4.2,5.5,1,49,22,65,"1,184",> 100%
State,Missouri,All,2023-24,34,,4.2,5.3,1,51,20,66,"1,250",> 100%
State,Missouri,All,2023-24,35,,6.2,7.7,1,77,27,97,"1,267",> 100%
State,Missouri,All,2023-24,36,,4.7,6,1,57,25,74,"1,234",> 100%
State,Missouri,All,2023-24,37,,6.1,7.5,1,76,38,95,"1,259",> 100%
State,Missouri,All,2023-24,38,,6.2,7.5,1,74,29,92,"1,219",> 100%
State,Missouri,All,2023-24,39,,5,5.8,0,61,16,71,"1,222",> 100%
State,Montana,All,2023-24,40,,6.3,8.4,1,14,6,20,238,> 100%
State,Montana,All,2023-24,41,,5.4,7.4,0,13,11,18,242,> 100%
State,Montana,All,2023-24,42,,6.3,6.3,0,13,2,13,205,> 100%
State,Montana,All,2023-24,43,,3.4,6.8,0,7,9,14,206,> 100%
State,Montana,All,2023-24,44,,5.1,7.2,0,12,7,17,236,> 100%
State,Montana,All,2023-24,45,,6.1,7.7,0,15,7,19,247,> 100%
State,Montana,All,2023-24,46,,5.5,8.2,0,12,9,18,220,> 100%
State,Montana,All,2023-24,47,,7,9.3,0,15,7,20,214,> 100%
State,Montana,All,2023-24,48,,5.3,7.2,0,11,7,15,209,> 100%
State,Montana,All,2023-24,49,,5.7,7.7,3,9,5,16,209,> 100%
State,Montana,All,2023-24,50,,5.5,8.1,5,8,8,19,236,> 100%
State,Montana,All,2023-24,51,,5.8,7.2,4,8,5,15,208,> 100%
State,Montana,All,2023-24,52,,11.3,14.3,6,20,12,33,231,> 100%
State,Montana,All,2023-24,1,,11.5,13.5,9,20,6,34,252,> 100%
State,Montana,All,2023-24,2,,11.6,12.4,11,18,5,31,251,> 100%
State,Montana,All,2023-24,3,,10.5,13,8,21,12,36,276,> 100%
State,Montana,All,2023-24,4,,6.2,7.4,7,8,4,18,243,> 100%
State,Montana,All,2023-24,5,,7.6,10,5,14,7,25,249,> 100%
State,Montana,All,2023-24,6,,4.3,5.2,2,8,2,12,232,> 100%
State,Montana,All,2023-24,7,,5.3,5.8,2,10,1,13,226,> 100%
State,Montana,All,2023-24,8,,8.7,8.7,2,18,2,20,231,> 100%
State,Montana,All,2023-24,9,,4.3,4.7,2,8,1,11,233,> 100%
State,Montana,All,2023-24,10,,4.7,6.3,3,6,5,12,190,> 100%
State,Montana,All,2023-24,11,,7.7,10.7,3,15,7,25,234,> 100%
State,Montana,All,2023-24,12,,3.7,4.6,2,6,3,10,218,> 100%
State,Montana,All,2023-24,13,,4.6,4.6,1,10,1,11,237,> 100%
State,Montana,All,2023-24,14,,3.6,4.5,0,8,3,10,224,> 100%
State,Montana,All,2023-24,15,,8.3,9.2,0,19,3,21,229,> 100%
State,Montana,All,2023-24,16,,5.6,6.1,1,12,1,14,231,> 100%
State,Montana,All,2023-24,17,,4.2,4.7,0,9,2,10,212,> 100%
State,Montana,All,2023-24,18,,3.4,4.8,1,6,4,10,207,> 100%
State,Montana,All,2023-24,19,,4.2,5.2,0,9,2,11,213,> 100%
State,Montana,All,2023-24,20,,7.1,7.1,1,17,0,18,252,> 100%
State,Montana,All,2023-24,21,,7.6,8.6,0,16,3,18,210,> 100%
State,Montana,All,2023-24,22,,2.7,2.7,0,6,1,6,219,> 100%
State,Montana,All,2023-24,23,,4,4.5,0,9,3,10,223,> 100%
State,Montana,All,2023-24,24,,3.2,4.1,1,6,2,9,220,> 100%
State,Montana,All,2023-24,25,,1.9,2.4,0,4,1,5,209,> 100%
State,Montana,All,2023-24,26,,3.3,3.3,0,7,1,7,211,> 100%
State,Montana,All,2023-24,27,,2.8,3.7,0,6,3,8,217,> 100%
State,Montana,All,2023-24,28,,4.5,4.5,0,10,0,10,222,> 100%
State,Montana,All,2023-24,29,,3.4,4.4,0,7,3,9,203,> 100%
State,Montana,All,2023-24,30,,4.5,6.3,0,10,8,14,221,> 100%
State,Montana,All,2023-24,31,,4.6,5,0,10,3,11,219,> 100%
State,Montana,All,2023-24,32,,4.3,5.9,0,8,4,11,186,> 100%
State,Montana,All,2023-24,33,,2.7,2.7,0,5,1,5,186,> 100%
State,Montana,All,2023-24,34,,3,3.9,0,7,2,9,232,> 100%
State,Montana,All,2023-24,35,,3.4,5.3,0,7,5,11,206,> 100%
State,Montana,All,2023-24,36,,4.1,7.2,0,8,8,14,195,> 100%
State,Montana,All,2023-24,37,,3.6,4.5,0,8,3,10,221,> 100%
State,Montana,All,2023-24,38,,2.7,4,0,6,4,9,224,> 100%
State,Montana,All,2023-24,39,,4.1,5,0,9,2,11,219,> 100%
State,Nebraska,All,2023-24,40,,4.1,5.4,0,13,5,17,315,> 100%
State,Nebraska,All,2023-24,41,,5.5,6.7,0,19,5,23,344,> 100%
State,Nebraska,All,2023-24,42,,6,7.5,0,20,11,25,335,> 100%
State,Nebraska,All,2023-24,43,,6.7,7.2,0,24,6,26,360,> 100%
State,Nebraska,All,2023-24,44,,4.5,5.4,0,16,7,19,354,> 100%
State,Nebraska,All,2023-24,45,,7.2,8.9,0,26,8,32,359,> 100%
State,Nebraska,All,2023-24,46,,6.2,7.6,0,22,8,27,353,> 100%
State,Nebraska,All,2023-24,47,,7.5,9.7,2,25,11,35,361,> 100%
State,Nebraska,All,2023-24,48,,5.2,8.2,0,19,14,30,366,> 100%
State,Nebraska,All,2023-24,49,,8.6,11.1,1,33,20,44,396,> 100%
State,Nebraska,All,2023-24,50,,4.6,6.8,1,14,9,22,324,> 100%
State,Nebraska,All,2023-24,51,,7.4,11.2,1,27,21,42,376,> 100%
State,Nebraska,All,2023-24,52,,6.3,9.4,2,22,15,36,384,> 100%
State,Nebraska,All,2023-24,1,,7.5,9.7,5,26,15,40,413,> 100%
State,Nebraska,All,2023-24,2,,7.3,9.6,3,28,17,41,425,> 100%
State,Nebraska,All,2023-24,3,,6.1,8.8,3,21,12,35,396,> 100%
State,Nebraska,All,2023-24,4,,8.8,11.4,1,33,13,44,385,> 100%
State,Nebraska,All,2023-24,5,,6.9,9.5,2,24,14,36,379,> 100%
State,Nebraska,All,2023-24,6,,5.8,7.9,4,16,10,27,342,> 100%
State,Nebraska,All,2023-24,7,,4.6,5.2,3,12,6,17,326,> 100%
State,Nebraska,All,2023-24,8,,5.3,7.1,3,17,9,27,378,> 100%
State,Nebraska,All,2023-24,9,,8.2,10.6,9,18,9,35,331,> 100%
State,Nebraska,All,2023-24,10,,7.2,9.5,4,24,12,37,389,> 100%
State,Nebraska,All,2023-24,11,,6.1,7.6,6,18,6,30,395,> 100%
State,Nebraska,All,2023-24,12,,8,9.1,6,22,7,32,351,> 100%
State,Nebraska,All,2023-24,13,,8.6,9.1,4,27,3,33,362,> 100%
State,Nebraska,All,2023-24,14,,6.2,6.5,2,20,1,23,356,> 100%
State,Nebraska,All,2023-24,15,,6.3,7.5,5,17,5,26,348,> 100%
State,Nebraska,All,2023-24,16,,5.4,6,3,14,2,19,315,> 100%
State,Nebraska,All,2023-24,17,,5.4,6.6,1,17,4,22,334,> 100%
State,Nebraska,All,2023-24,18,,6,7.2,0,19,4,23,318,> 100%
State,Nebraska,All,2023-24,19,,3.9,5,1,12,5,17,337,> 100%
State,Nebraska,All,2023-24,20,,4,4.3,0,13,1,14,324,> 100%
State,Nebraska,All,2023-24,21,,5.9,7.1,0,20,5,24,340,> 100%
State,Nebraska,All,2023-24,22,,6.9,6.9,0,23,0,23,334,> 100%
State,Nebraska,All,2023-24,23,,8.2,8.7,0,30,3,32,367,> 100%
State,Nebraska,All,2023-24,24,,3.7,4.3,0,12,4,14,326,> 100%
State,Nebraska,All,2023-24,25,,3.9,4.2,0,13,2,14,333,> 100%
State,Nebraska,All,2023-24,26,,5.2,5.8,1,17,3,20,347,> 100%
State,Nebraska,All,2023-24,27,,4.9,4.9,0,15,3,15,305,> 100%
State,Nebraska,All,2023-24,28,,5.2,5.8,0,19,2,21,363,> 100%
State,Nebraska,All,2023-24,29,,5.2,6.5,0,16,5,20,307,> 100%
State,Nebraska,All,2023-24,30,,7,7.8,0,24,3,27,345,> 100%
State,Nebraska,All,2023-24,31,,8.3,9.5,0,27,6,31,326,> 100%
State,Nebraska,All,2023-24,32,,3.6,3.9,0,11,2,12,306,> 100%
State,Nebraska,All,2023-24,33,,7.2,8.1,0,23,7,26,320,> 100%
State,Nebraska,All,2023-24,34,,3.4,4.8,0,12,5,17,352,> 100%
State,Nebraska,All,2023-24,35,,5.8,8.1,0,20,10,28,347,> 100%
State,Nebraska,All,2023-24,36,,4.5,5.5,0,15,4,18,330,> 100%
State,Nebraska,All,2023-24,37,,5,6.6,0,16,10,21,318,> 100%
State,Nebraska,All,2023-24,38,,6.8,7.9,1,23,7,28,354,> 100%
State,Nebraska,All,2023-24,39,,7.3,9.9,0,25,12,34,344,> 100%
State,Nevada,All,2023-24,40,,5.9,7.6,0,29,13,37,490,> 100%
State,Nevada,All,2023-24,41,,5,6,0,26,12,31,520,> 100%
State,Nevada,All,2023-24,42,,6.3,7.7,0,31,16,38,496,> 100%
State,Nevada,All,2023-24,43,,5.5,6.2,0,29,11,33,529,> 100%
State,Nevada,All,2023-24,44,,5.8,6.4,0,31,14,34,530,> 100%
State,Nevada,All,2023-24,45,,5.3,5.8,1,29,8,33,567,> 100%
State,Nevada,All,2023-24,46,,7.4,8.7,3,42,14,53,607,> 100%
State,Nevada,All,2023-24,47,,8.6,9.8,3,48,14,58,593,> 100%
State,Nevada,All,2023-24,48,,7.9,9.7,3,41,17,54,559,> 100%
State,Nevada,All,2023-24,49,,6.7,7.8,1,37,13,44,565,> 100%
State,Nevada,All,2023-24,50,,6.9,7.8,3,35,8,43,554,> 100%
State,Nevada,All,2023-24,51,,9.8,11.2,9,50,17,67,599,> 100%
State,Nevada,All,2023-24,52,,8.9,10.4,10,45,18,64,616,> 100%
State,Nevada,All,2023-24,1,,10.5,10.7,8,52,11,61,571,> 100%
State,Nevada,All,2023-24,2,,10.5,11.1,9,58,17,71,637,> 100%
State,Nevada,All,2023-24,3,,10.1,11.9,12,52,17,75,631,> 100%
State,Nevada,All,2023-24,4,,11.4,12.6,8,58,18,73,578,> 100%
State,Nevada,All,2023-24,5,,9.2,11.2,10,44,21,66,589,> 100%
State,Nevada,All,2023-24,6,,7.7,8.3,1,44,7,48,581,> 100%
State,Nevada,All,2023-24,7,,7.9,8.3,4,41,4,47,568,> 100%
State,Nevada,All,2023-24,8,,5.7,7,1,32,15,40,575,> 100%
State,Nevada,All,2023-24,9,,9.2,9.4,1,53,4,55,586,> 100%
State,Nevada,All,2023-24,10,,6.4,6.7,2,37,6,41,608,> 100%
State,Nevada,All,2023-24,11,,5.4,5.8,0,30,4,32,552,> 100%
State,Nevada,All,2023-24,12,,6.1,6.3,1,34,3,36,572,> 100%
State,Nevada,All,2023-24,13,,9.4,10,4,48,5,55,551,> 100%
State,Nevada,All,2023-24,14,,8,8.2,0,43,5,44,539,> 100%
State,Nevada,All,2023-24,15,,6.3,6.8,2,34,3,39,574,> 100%
State,Nevada,All,2023-24,16,,7.8,8,4,40,5,45,561,> 100%
State,Nevada,All,2023-24,17,,4.4,5.1,1,23,5,28,544,> 100%
State,Nevada,All,2023-24,18,,5,5.5,0,28,5,31,561,> 100%
State,Nevada,All,2023-24,19,,6.9,6.9,2,37,2,39,565,> 100%
State,Nevada,All,2023-24,20,,4.9,5.2,1,27,4,30,576,> 100%
State,Nevada,All,2023-24,21,,4.6,4.8,0,25,1,26,546,> 100%
State,Nevada,All,2023-24,22,,6.2,6.2,0,35,1,35,561,> 100%
State,Nevada,All,2023-24,23,,4.8,5.3,0,27,5,30,566,> 100%
State,Nevada,All,2023-24,24,,5.8,5.8,1,33,1,34,586,> 100%
State,Nevada,All,2023-24,25,,7.1,7.6,1,39,6,43,564,> 100%
State,Nevada,All,2023-24,26,,5.6,6,0,31,5,33,549,> 100%
State,Nevada,All,2023-24,27,,6,6.9,0,33,9,38,547,> 100%
State,Nevada,All,2023-24,28,,5.9,6.4,1,33,9,37,575,> 100%
State,Nevada,All,2023-24,29,,5.6,6.2,0,33,9,37,594,> 100%
State,Nevada,All,2023-24,30,,6.4,6.4,0,38,4,38,594,> 100%
State,Nevada,All,2023-24,31,,5.2,5.9,0,29,8,33,556,> 100%
State,Nevada,All,2023-24,32,,4,4.6,1,21,6,25,548,> 100%
State,Nevada,All,2023-24,33,,5.1,5.6,0,30,8,33,591,> 100%
State,Nevada,All,2023-24,34,,5.4,6,0,28,7,31,517,> 100%
State,Nevada,All,2023-24,35,,7.9,8.9,0,41,9,46,519,> 100%
State,Nevada,All,2023-24,36,,6.1,6.4,1,33,6,36,560,> 100%
State,Nevada,All,2023-24,37,,7,7.2,0,37,2,38,530,> 100%
State,Nevada,All,2023-24,38,,6.6,6.8,0,34,10,35,513,> 100%
State,Nevada,All,2023-24,39,,6.1,6.5,1,29,6,32,493,> 100%
State,New Hampshire,All,2023-24,40,,2.7,5.8,0,8,10,17,292,> 100%
State,New Hampshire,All,2023-24,41,,3.6,4.7,0,10,5,13,279,> 100%
State,New Hampshire,All,2023-24,42,,4.8,6.9,2,12,9,20,291,> 100%
State,New Hampshire,All,2023-24,43,,2.9,5.1,0,8,6,14,276,> 100%
State,New Hampshire,All,2023-24,44,,3.5,5.1,0,9,6,13,254,> 100%
State,New Hampshire,All,2023-24,45,,3,5.7,0,8,8,15,264,> 100%
State,New Hampshire,All,2023-24,46,,5,6.4,0,14,5,18,281,> 100%
State,New Hampshire,All,2023-24,47,,4.6,6,0,13,6,17,282,> 100%
State,New Hampshire,All,2023-24,48,,6,7.8,1,16,7,22,283,> 100%
State,New Hampshire,All,2023-24,49,,6.1,7.5,0,18,8,22,295,> 100%
State,New Hampshire,All,2023-24,50,,4.3,7.4,2,9,11,19,258,> 100%
State,New Hampshire,All,2023-24,51,,5.6,7.6,0,16,8,22,288,> 100%
State,New Hampshire,All,2023-24,52,,7,10.5,4,16,11,30,286,> 100%
State,New Hampshire,All,2023-24,1,,8.3,12.4,6,20,15,39,315,> 100%
State,New Hampshire,All,2023-24,2,,5.3,8.8,5,12,13,28,318,> 100%
State,New Hampshire,All,2023-24,3,,9.3,11.8,4,25,10,37,313,> 100%
State,New Hampshire,All,2023-24,4,,8.6,11.2,4,23,14,35,313,> 100%
State,New Hampshire,All,2023-24,5,,5.8,7.9,0,17,10,23,292,> 100%
State,New Hampshire,All,2023-24,6,,10,10.4,7,20,2,28,269,> 100%
State,New Hampshire,All,2023-24,7,,4.5,6.3,1,11,7,17,268,> 100%
State,New Hampshire,All,2023-24,8,,4.5,5.6,3,10,3,16,287,> 100%
State,New Hampshire,All,2023-24,9,,4.8,6.4,3,9,5,16,251,> 100%
State,New Hampshire,All,2023-24,10,,7.4,9.5,4,17,9,27,283,> 100%
State,New Hampshire,All,2023-24,11,,4.7,5.5,2,10,3,14,256,> 100%
State,New Hampshire,All,2023-24,12,,7.6,8.7,2,20,6,25,289,> 100%
State,New Hampshire,All,2023-24,13,,5.4,5.8,1,13,1,15,260,> 100%
State,New Hampshire,All,2023-24,14,,3.5,4.2,0,10,3,12,286,> 100%
State,New Hampshire,All,2023-24,15,,5.5,6.6,2,13,5,18,274,> 100%
State,New Hampshire,All,2023-24,16,,5.1,5.8,1,12,3,15,257,> 100%
State,New Hampshire,All,2023-24,17,,2.3,2.3,0,6,1,6,260,> 100%
State,New Hampshire,All,2023-24,18,,4.6,4.9,1,12,1,14,283,> 100%
State,New Hampshire,All,2023-24,19,,3.2,3.2,0,9,0,9,277,> 100%
State,New Hampshire,All,2023-24,20,,5.1,5.1,0,13,0,13,257,> 100%
State,New Hampshire,All,2023-24,21,,4.6,5.8,0,12,3,15,260,> 100%
State,New Hampshire,All,2023-24,22,,3.5,3.5,1,8,1,9,259,> 100%
State,New Hampshire,All,2023-24,23,,3.8,4.2,0,10,2,11,264,> 100%
State,New Hampshire,All,2023-24,24,,4.3,4.7,0,10,2,11,234,> 100%
State,New Hampshire,All,2023-24,25,,3.8,3.8,0,9,1,9,240,> 100%
State,New Hampshire,All,2023-24,26,,7.5,7.9,0,20,1,21,267,> 100%
State,New Hampshire,All,2023-24,27,,5.9,6.8,0,13,2,15,222,> 100%
State,New Hampshire,All,2023-24,28,,2.9,3.3,0,7,2,8,241,> 100%
State,New Hampshire,All,2023-24,29,,6.3,7.1,0,16,3,18,253,> 100%
State,New Hampshire,All,2023-24,30,,2.5,2.5,0,6,0,6,241,> 100%
State,New Hampshire,All,2023-24,31,,4.3,4.7,0,11,2,12,258,> 100%
State,New Hampshire,All,2023-24,32,,4.7,6.6,0,13,9,18,274,> 100%
State,New Hampshire,All,2023-24,33,,5.4,8.1,0,14,8,21,258,> 100%
State,New Hampshire,All,2023-24,34,,4.9,7.4,0,12,7,18,244,> 100%
State,New Hampshire,All,2023-24,35,,6,7.5,0,16,5,20,267,> 100%
State,New Hampshire,All,2023-24,36,,7.4,9.8,0,22,9,29,296,> 100%
State,New Hampshire,All,2023-24,37,,6.5,8.4,0,17,6,22,261,> 100%
State,New Hampshire,All,2023-24,38,,5.7,8,0,15,6,21,263,> 100%
State,New Hampshire,All,2023-24,39,,4.4,6.8,0,13,10,20,293,> 100%
State,New Jersey,All,2023-24,40,,4.1,5.7,2,60,32,85,"1,494",> 100%
State,New Jersey,All,2023-24,41,,6,7.1,0,88,28,104,"1,471",> 100%
State,New Jersey,All,2023-24,42,,5.8,8.1,2,83,43,118,"1,458",> 100%
State,New Jersey,All,2023-24,43,,6.2,7.8,0,90,33,114,"1,462",> 100%
State,New Jersey,All,2023-24,44,,4.9,6.2,0,70,31,89,"1,438",> 100%
State,New Jersey,All,2023-24,45,,6,7.1,1,84,32,100,"1,411",> 100%
State,New Jersey,All,2023-24,46,,5.6,7.1,1,81,34,103,"1,457",> 100%
State,New Jersey,All,2023-24,47,,6.2,7.4,0,88,30,106,"1,425",> 100%
State,New Jersey,All,2023-24,48,,6.5,8.1,0,106,41,132,"1,631",> 100%
State,New Jersey,All,2023-24,49,,6.5,7.8,2,97,35,118,"1,522",> 100%
State,New Jersey,All,2023-24,50,,5.8,7.5,5,83,40,114,"1,511",> 100%
State,New Jersey,All,2023-24,51,,7,9.4,5,105,59,148,"1,572",> 100%
State,New Jersey,All,2023-24,52,,7.5,10.5,21,111,80,185,"1,761",> 100%
State,New Jersey,All,2023-24,1,,8,10.6,19,114,64,176,"1,655",> 100%
State,New Jersey,All,2023-24,2,,7.8,11.6,22,119,99,210,"1,803",> 100%
State,New Jersey,All,2023-24,3,,8.6,11.6,14,124,74,187,"1,612",> 100%
State,New Jersey,All,2023-24,4,,8.2,10.9,15,123,75,183,"1,681",> 100%
State,New Jersey,All,2023-24,5,,7.5,9,11,106,48,141,"1,562",> 100%
State,New Jersey,All,2023-24,6,,7.3,9.8,13,98,59,148,"1,513",> 100%
State,New Jersey,All,2023-24,7,,5.2,7.1,8,73,42,111,"1,560",> 100%
State,New Jersey,All,2023-24,8,,6.6,8.2,10,89,37,124,"1,507",> 100%
State,New Jersey,All,2023-24,9,,7.2,8.8,11,100,31,136,"1,541",> 100%
State,New Jersey,All,2023-24,10,,7.7,9.2,10,102,31,133,"1,447",> 100%
State,New Jersey,All,2023-24,11,,5.2,6.4,3,75,27,96,"1,511",> 100%
State,New Jersey,All,2023-24,12,,6.6,7.5,5,91,19,109,"1,450",> 100%
State,New Jersey,All,2023-24,13,,5.4,5.8,7,71,13,84,"1,447",> 100%
State,New Jersey,All,2023-24,14,,6.3,6.9,4,83,11,94,"1,372",> 100%
State,New Jersey,All,2023-24,15,,5.8,6.2,12,75,10,93,"1,506",> 100%
State,New Jersey,All,2023-24,16,,4.8,5.7,3,64,16,79,"1,395",> 100%
State,New Jersey,All,2023-24,17,,6.2,6.7,0,88,12,95,"1,413",> 100%
State,New Jersey,All,2023-24,18,,4.7,5.5,3,61,14,75,"1,352",> 100%
State,New Jersey,All,2023-24,19,,5.5,5.7,4,72,5,79,"1,391",> 100%
State,New Jersey,All,2023-24,20,,5.5,5.7,0,75,7,78,"1,361",> 100%
State,New Jersey,All,2023-24,21,,4.6,5.1,0,62,11,69,"1,356",> 100%
State,New Jersey,All,2023-24,22,,5.2,5.7,0,71,10,78,"1,366",> 100%
State,New Jersey,All,2023-24,23,,5.3,5.5,0,71,7,73,"1,336",> 100%
State,New Jersey,All,2023-24,24,,5.4,5.8,0,70,9,76,"1,301",> 100%
State,New Jersey,All,2023-24,25,,4.4,5.3,1,55,13,68,"1,286",> 100%
State,New Jersey,All,2023-24,26,,5.8,6.3,1,80,12,88,"1,387",> 100%
State,New Jersey,All,2023-24,27,,4.8,5.2,1,63,9,70,"1,343",> 100%
State,New Jersey,All,2023-24,28,,4.5,5.1,1,60,12,69,"1,363",> 100%
State,New Jersey,All,2023-24,29,,5.3,6.3,0,69,28,83,"1,311",> 100%
State,New Jersey,All,2023-24,30,,6.2,7.5,1,82,26,100,"1,341",> 100%
State,New Jersey,All,2023-24,31,,4.8,5.9,0,61,21,75,"1,276",> 100%
State,New Jersey,All,2023-24,32,,4.3,5.8,0,57,31,76,"1,316",> 100%
State,New Jersey,All,2023-24,33,,4,5.4,0,55,21,73,"1,359",> 100%
State,New Jersey,All,2023-24,34,,3.9,4.9,0,56,24,70,"1,442",> 100%
State,New Jersey,All,2023-24,35,,5.8,7.2,1,74,26,93,"1,283",> 100%
State,New Jersey,All,2023-24,36,,4.7,5.3,1,59,15,68,"1,287",> 100%
State,New Jersey,All,2023-24,37,,3.8,4.9,0,53,21,67,"1,381",> 100%
State,New Jersey,All,2023-24,38,,5.4,6.1,3,67,21,80,"1,307",> 100%
State,New Jersey,All,2023-24,39,,5,6,1,65,24,78,"1,309",> 100%
State,New Mexico,All,2023-24,40,,8,10.7,0,33,14,44,413,> 100%
State,New Mexico,All,2023-24,41,,6.6,7.2,0,29,11,32,442,> 100%
State,New Mexico,All,2023-24,42,,7,9.2,0,29,14,38,414,> 100%
State,New Mexico,All,2023-24,43,,8.3,10.3,0,34,13,42,409,> 100%
State,New Mexico,All,2023-24,44,,5,6.2,0,22,10,27,436,> 100%
State,New Mexico,All,2023-24,45,,4,5.6,0,18,8,25,450,> 100%
State,New Mexico,All,2023-24,46,,6.4,8,0,28,16,35,435,> 100%
State,New Mexico,All,2023-24,47,,7.1,10,0,30,18,42,420,> 100%
State,New Mexico,All,2023-24,48,,6.9,10.8,0,32,27,50,464,> 100%
State,New Mexico,All,2023-24,49,,7,8.7,0,33,18,41,469,> 100%
State,New Mexico,All,2023-24,50,,10.6,12.3,5,45,18,58,470,> 100%
State,New Mexico,All,2023-24,51,,7.9,9.6,8,29,17,45,471,> 100%
State,New Mexico,All,2023-24,52,,10.6,12.9,11,35,16,56,433,> 100%
State,New Mexico,All,2023-24,1,,9.5,11.1,9,38,12,55,494,> 100%
State,New Mexico,All,2023-24,2,,8.6,10.2,10,33,16,51,502,> 100%
State,New Mexico,All,2023-24,3,,7.9,8.7,6,30,13,40,458,> 100%
State,New Mexico,All,2023-24,4,,10.7,11.3,6,45,9,54,478,> 100%
State,New Mexico,All,2023-24,5,,7.2,7.9,4,25,9,32,404,> 100%
State,New Mexico,All,2023-24,6,,6.1,7.3,1,25,7,31,427,> 100%
State,New Mexico,All,2023-24,7,,7,8.9,3,26,13,37,415,> 100%
State,New Mexico,All,2023-24,8,,6.9,8.6,2,27,14,36,418,> 100%
State,New Mexico,All,2023-24,9,,9,9.5,2,38,6,42,442,> 100%
State,New Mexico,All,2023-24,10,,5.9,6.3,2,25,2,29,461,> 100%
State,New Mexico,All,2023-24,11,,8.5,9.2,3,33,8,39,425,> 100%
State,New Mexico,All,2023-24,12,,7.3,7.3,2,32,6,34,466,> 100%
State,New Mexico,All,2023-24,13,,10.1,10.9,6,34,7,43,395,> 100%
State,New Mexico,All,2023-24,14,,7.3,7.7,3,28,4,33,426,> 100%
State,New Mexico,All,2023-24,15,,7.1,7.8,0,32,8,35,449,> 100%
State,New Mexico,All,2023-24,16,,4.7,5.2,0,20,7,22,424,> 100%
State,New Mexico,All,2023-24,17,,5.2,5.7,1,20,4,23,403,> 100%
State,New Mexico,All,2023-24,18,,5.6,5.8,1,21,4,23,395,> 100%
State,New Mexico,All,2023-24,19,,3,3.5,0,12,3,14,401,> 100%
State,New Mexico,All,2023-24,20,,6.7,6.9,0,30,6,31,450,> 100%
State,New Mexico,All,2023-24,21,,4.2,4.6,0,18,3,20,432,> 100%
State,New Mexico,All,2023-24,22,,5.2,5.4,0,22,2,23,423,> 100%
State,New Mexico,All,2023-24,23,,5.5,6,0,21,3,23,381,> 100%
State,New Mexico,All,2023-24,24,,5.4,6.3,0,23,8,27,426,> 100%
State,New Mexico,All,2023-24,25,,4,4.7,0,16,3,19,403,> 100%
State,New Mexico,All,2023-24,26,,7,8,0,26,5,30,373,> 100%
State,New Mexico,All,2023-24,27,,5.9,6.9,0,24,6,28,407,> 100%
State,New Mexico,All,2023-24,28,,7.9,8.7,1,28,4,32,366,> 100%
State,New Mexico,All,2023-24,29,,4.1,4.7,0,15,3,17,365,> 100%
State,New Mexico,All,2023-24,30,,5,5.7,0,20,4,23,401,> 100%
State,New Mexico,All,2023-24,31,,8.5,10,1,33,12,40,401,> 100%
State,New Mexico,All,2023-24,32,,4.7,5.7,0,18,7,22,383,> 100%
State,New Mexico,All,2023-24,33,,5.6,5.6,0,21,5,21,373,> 100%
State,New Mexico,All,2023-24,34,,6.4,7.2,0,24,5,27,375,> 100%
State,New Mexico,All,2023-24,35,,7,8.5,0,28,8,34,402,> 100%
State,New Mexico,All,2023-24,36,,7.4,8.4,0,33,12,37,443,> 100%
State,New Mexico,All,2023-24,37,,5.1,5.4,0,23,3,24,447,> 100%
State,New Mexico,All,2023-24,38,,7.6,8.9,0,30,9,35,394,> 100%
State,New Mexico,All,2023-24,39,,1.9,2.7,0,7,5,10,371,> 100%
State,New York,All,2023-24,40,,8.1,10.8,1,167,82,224,"2,078",> 100%
State,New York,All,2023-24,41,,8.2,10.3,0,175,76,222,"2,147",> 100%
State,New York,All,2023-24,42,,7.4,9.7,2,152,67,201,"2,074",> 100%
State,New York,All,2023-24,43,,8.1,9.8,1,172,59,211,"2,149",> 100%
State,New York,All,2023-24,44,,7.1,9.1,0,139,57,178,"1,951",> 100%
State,New York,All,2023-24,45,,7.3,9,0,152,54,189,"2,089",> 100%
State,New York,All,2023-24,46,,6.9,9.1,2,145,66,193,"2,122",> 100%
State,New York,All,2023-24,47,,7.6,9.3,5,152,62,193,"2,068",> 100%
State,New York,All,2023-24,48,,8.8,10.9,12,176,66,232,"2,134",> 100%
State,New York,All,2023-24,49,,8.8,11,5,182,71,233,"2,122",> 100%
